,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,class
0,0.9808,0.98211,0.41813,1.0147999999999999e-11,2.5903e-10,3.1159e-07,-0.29073000000000004,-0.39855,-1.3882,0.00052913,0.009070700000000001,0.002948,0.0014866,0.00042834,0.007659699999999999,0.003981,0.018343,1.6161,1.5719999999999998,1.8232,3.2124,2.2108,2.6424,0
1,0.98525,0.9872200000000001,0.55761,6.5534e-12,2.5533e-10,2.6628e-07,0.2405,0.047054,0.3949,0.00047873,0.008214,0.0041826,0.0015622,0.00035275,0.0061227,0.0053165,0.018216999999999997,1.6269,1.5189,1.8023,3.1327,3.0535,3.3129,0
2,0.98259,0.98731,0.66889,3.2033e-11,4.2046e-08,3.4264e-08,0.65259,-0.45387,0.22036999999999998,0.00030236,0.0065763,0.0045102,0.0013606,0.00055432,0.0078613,0.0045858,0.018696,1.6867,1.745,1.9101,2.4576,2.2328,2.5617,0
3,0.75408,0.91789,0.75235,0.008701899999999999,2.1676e-06,4.9946e-08,-1.2907,0.17003,0.26758000000000004,0.00020157,0.0084156,0.0019652999999999997,0.0014866,0.00042834,0.0081133,0.0027716,0.021064,2.7817,2.4161,1.5875,3.5543,3.2414,2.6642,0
4,0.28608,0.85314,0.8064600000000001,0.0015548,6.8083e-07,3.5093999999999996e-08,-0.5828,-1.1833,1.1254,0.00085668,0.011288,0.0050645,0.0013858,0.00052913,0.010406,0.006324300000000001,0.008592,2.5858,1.5805,2.4957,2.9218,2.8988,3.1211,0
5,0.33174000000000003,0.8653700000000001,0.80179,0.0008198000000000001,1.0104e-06,1.4365000000000002e-08,-0.47063,0.15661,0.52013,0.00047873,0.0083652,0.0065763,0.0012094,0.0007055,0.006399899999999999,0.0078865,0.012825,3.1724,2.8878,2.3481,3.2212,3.1016,2.8506,0
6,0.9866299999999999,0.9852,0.55092,2.5596e-12,2.1266e-10,2.0116999999999997e-08,2.0096,0.055355999999999995,1.0169,0.00065511,0.0080125,0.005518,0.0012345999999999998,0.0006803,0.0078865,0.0056692,0.014790000000000001,1.5145,1.4307,1.339,3.3985,3.5523,2.3739,0
7,0.98155,0.98887,0.67418,5.3607e-12,3.0613000000000005e-11,1.1792e-09,-0.77808,1.4133,0.6814600000000001,0.00075589,0.010356,0.005644,0.001285,0.00062991,0.009247100000000001,0.0064251,0.010104,1.5074,1.4975,1.2013,3.2016,2.9464,2.8710000000000004,0
8,0.8620899999999999,0.9200799999999999,0.75551,0.008440999999999999,4.0871e-07,3.2733000000000003e-09,-0.8903399999999999,-0.15607000000000001,-0.38632,0.00037795,0.0054676,0.0042834,0.0017134000000000001,0.00020157,0.0047873,0.0048125,0.022803,2.2692,2.2711,1.3543,3.1398,3.5153,2.3452,0
9,0.07105399999999999,0.8425,0.82063,0.0022149,4.5743999999999994e-09,3.1940000000000003e-09,1.911,-0.10374000000000001,0.71359,0.0006803,0.009020299999999998,0.0054172,0.0013858,0.00052913,0.0080881,0.005644,0.013682,2.0865,2.9492,2.226,3.594,3.6762,3.1519999999999997,0
10,0.12032999999999999,0.8029999999999999,0.84306,6.4703999999999995e-09,0.00020217,1.8716e-08,-0.48051000000000005,-0.10532000000000001,0.49361000000000005,0.00042834,0.0080881,0.0042834,0.001537,0.00037795,0.007206199999999999,0.004485,0.018040999999999998,2.9953,1.78,2.1217,2.8406,3.0846,2.8018,0
11,0.10076,0.84435,0.8456,5.004800000000001e-09,2.0493e-08,1.2997999999999998e-09,-0.6268100000000001,-0.20282,0.6130800000000001,0.00062991,0.0076345,0.0060472,0.0013606,0.00055432,0.0082644,0.0065259,0.013430000000000001,2.1322,2.8228,1.9869,3.1094,3.4558,2.8727,0
12,0.9294,0.9562,0.28036,0.00046884,1.2812e-07,1.8689e-05,-0.2874,0.13865,0.074186,0.00012598,0.0024441,0.0018897000000000002,0.001411,0.00050393,0.0023433000000000004,0.0019652999999999997,0.033763,2.7139,1.4087,1.5662,3.0382,3.0145,2.5117,0
13,0.92286,0.96219,0.36816,0.00054455,1.0929000000000001e-07,9.0148e-06,-0.6918,-0.46198999999999996,-0.46633,0.00016342,0.0037042999999999998,0.00057199,0.0020155999999999998,5.4475e-05,0.0047938,0.00038132,0.036362,3.0531,1.9616,1.5487,3.3272,3.1469,3.0401,0
14,0.94699,0.9572700000000001,0.48478999999999994,0.0012347999999999999,6.3305e-07,7.5322000000000005e-06,-0.48854,-0.16675,-0.25845,0.00010895,0.0038405,0.00057199,0.0020155999999999998,5.4475e-05,0.004848300000000001,0.00021790000000000004,0.036389,2.9578,2.6125,2.6049,3.1624,2.3843,2.826,0
15,0.65031,0.90436,0.63472,0.0014811,6.1538e-07,1.3287999999999999e-05,-0.09901,0.21943000000000001,0.22883,0.00015119,0.0032757,0.0018898,0.0013355,0.00057955,0.0030489000000000002,0.0023938,0.031774000000000004,3.0139,2.3385,1.8757,3.5653,2.5233,2.4258,0
16,0.20529,0.8192799999999999,0.76674,0.005488399999999999,0.00046825,3.3601e-05,0.79271,-0.099442,-0.3215,0.00022677,0.0035527,0.0017889,0.0013606,0.00055432,0.0038299,0.0025196,0.030614,2.6868,2.3195,1.9393,2.9391,2.3724,2.5818,0
17,0.26182,0.8659100000000001,0.73983,0.0048161,8.7075e-07,9.3543e-06,1.0659,-0.25384,0.38661,0.00017639,0.004359399999999999,0.0014615000000000001,0.0014615000000000001,0.00045358,0.0037798000000000003,0.0022427,0.030516,2.7392,2.4898,2.1044,3.2671,2.5885,2.1824,0
18,0.9721799999999999,0.95247,0.22146999999999997,0.00019436,5.4318e-07,6.5408e-07,-2.2937,-0.25991,-0.65987,0.00065511,0.0092723,0.0045354,0.0013102,0.00060472,0.0077605,0.0070298,0.013279,2.7279,2.1632,2.4785,3.1047,3.1839999999999997,3.0966,0
19,0.98157,0.9612700000000001,0.32383,1.5015e-11,8.635199999999999e-08,3.7035e-07,0.08785499999999999,-1.6111,0.19178,0.00017639,0.0088196,0.0024191,0.0013355,0.00057957,0.008366,0.0036286,0.019126,3.4175,2.7368,2.1429,3.4992,3.0168,2.9563,0
20,0.9808,0.9618399999999999,0.45463000000000003,9.9664e-05,1.8719000000000002e-07,2.267e-06,-1.8352,-1.2196,-0.79943,0.00057952,0.0091211,0.005492800000000001,0.0012094,0.0007055,0.0080629,0.006551100000000001,0.012724,3.4219,2.4499,2.4853,3.0647,3.3746,3.1079,0
21,0.8309,0.91353,0.6399600000000001,0.010214,4.6049e-06,4.4548e-06,-1.6306,0.52775,-0.51385,0.00050393,0.0092723,0.0049385,0.0012094,0.0007055,0.007810899999999999,0.0061478999999999995,0.013858,2.7958,2.8723,2.6459,3.1942,2.8883,3.361,0
22,0.10166,0.77693,0.79979,0.0024638999999999998,5.4005e-05,2.9797000000000005e-06,1.9581,0.30565,0.19102,0.00055432,0.008466,0.0060975000000000005,0.0012598,0.00065511,0.007962100000000001,0.0068281999999999995,0.012623,3.3285,2.9563,3.1619,3.5410000000000004,3.0676,2.9098,0
23,0.20423,0.83536,0.77963,0.007698300000000001,9.2363e-06,4.0319e-06,1.3406,0.071391,0.45253000000000004,0.00042834,0.010657999999999999,0.006551100000000001,0.0012345999999999998,0.0006803,0.008844,0.007810899999999999,0.0082392,3.2394,3.217,2.8651,3.516,3.3842,2.9330000000000003,0
24,0.78087,0.76626,0.10144,0.00099904,0.00081865,6.4396e-06,-1.1211,-0.14303,-0.4448,0.00052913,0.0076093,0.004988899999999999,0.0014614,0.00045354,0.0076093,0.0053417000000000004,0.016453,3.2747,2.4689,2.4218,3.3174,3.2722,3.2079,0
25,0.76699,0.86245,0.16889,0.0012022,6.1797e-05,1.739e-05,0.13067,-0.42635,0.39916,0.0007307,0.0095999,0.0055432,0.0012345999999999998,0.0006803,0.008617200000000002,0.0064754999999999995,0.011565,3.4407,2.1589,2.6599,3.4938,2.9256,2.2489,0
26,0.7711100000000001,0.88671,0.23084000000000002,0.0022754999999999997,0.00011848,1.5562e-05,-0.97362,-0.56182,0.28336999999999996,0.0006803,0.01028,0.0052409,0.0012345999999999998,0.0006803,0.0090959,0.0064754999999999995,0.010759000000000001,2.4058,2.2274,1.6079,2.9216,2.9899,2.5568,0
27,0.84259,0.91933,0.33925,0.0032806,2.6762e-05,0.00016486,-0.9756299999999999,-0.84125,1.0976,0.00055432,0.010759000000000001,0.0051653,0.0011086,0.00080629,0.008592,0.0067527,0.010709,1.8412,1.6540000000000001,1.4338,2.5980000000000003,2.3527,2.7741,0
28,0.55175,0.8753799999999999,0.42027,0.00065171,0.00010244,0.00010333,-1.5046,-0.49617,-0.03805,0.0006803,0.006299100000000001,0.0029228,0.0015622,0.00035275,0.004485,0.0053668,0.022778,2.5054,2.2972,2.3682,2.9330000000000003,2.6739,2.2458,0
29,0.71022,0.91266,0.44783999999999996,0.0074943,6.207e-05,8.3477e-05,-1.7127,-1.7637,-0.018633,0.00050393,0.007810899999999999,0.0036283,0.0014362,0.00047873,0.007231399999999999,0.0048125,0.018545,2.3131,2.2119999999999997,2.0526,2.7716,2.8439,2.4226,0
30,0.62302,0.57844,0.031426,0.0018919,0.0016385999999999998,1.1337e-07,-1.5083,-0.39487,0.85883,0.00040314,0.008592,0.005215699999999999,0.0011842,0.0007307,0.007659699999999999,0.0059716000000000005,0.01469,1.8359999999999999,1.9866,1.8529,3.2482,1.8969999999999998,2.2383,0
31,0.61929,0.7800600000000001,0.074652,0.0011432,0.00029283,7.4589e-06,-0.22683000000000003,0.12155999999999999,0.7633,0.0006803,0.0085668,0.0053417000000000004,0.0015622,0.00035275,0.0074078,0.0061227,0.014412000000000001,2.0842,1.7407,1.3597,3.1927,2.391,2.6729,0
32,0.58457,0.76448,0.090821,0.0015787000000000002,0.00024247,2.2902e-05,-1.2476,-0.20918,0.54104,0.00060472,0.0079369,0.0036030999999999997,0.0016378,0.00027716,0.007584100000000001,0.005140100000000001,0.017662999999999998,2.2514,1.5786,2.0308,2.8458,2.1481,2.1389,0
33,0.56412,0.8309200000000001,0.17148,0.00089372,4.8665e-05,4.5518e-05,-0.9033899999999999,-0.20249,0.57576,0.0006803,0.009625100000000001,0.0050645,0.0013102,0.00060472,0.0082644,0.0064754999999999995,0.012422,2.4342,2.1126,2.2715,3.0069,2.9676,2.3403,0
34,0.28638,0.82685,0.36905,0.0031819,4.6195e-05,0.00030522,0.32815,-0.27271999999999996,0.062717,0.00083152,0.012019,0.0037040999999999997,0.0013103,0.00060474,0.008819200000000001,0.006375,0.010785,3.1726,2.7878,2.945,3.0423,3.1199,2.8234,0
35,0.35114,0.83109,0.32498,0.0046326,0.00011896,0.0003032,0.37608,-0.2362,1.043,0.00052913,0.009977799999999998,0.004560600000000001,0.0012598,0.00065511,0.0086424,0.0068281999999999995,0.011994,3.0255,2.8829,2.5325,3.5236,3.2879,2.9643,0
0,0.52013,0.28381,0.44948,2.3551999999999998e-08,1.1112e-05,2.319e-07,0.38395,0.7181,1.0005,0.00035278,0.0066777,0.00075597,0.0017387000000000001,0.00017639,0.0054681999999999994,0.0019402999999999998,0.027341000000000004,2.7736,2.6344,3.1931,1.3373,2.565,3.0839,0
