0.6431399999999999,0.38950999999999997,0.35484,5.9406e-09,2.1125e-05,1.9444000000000004e-07,-0.19235,0.059079999999999994,0.18678,0.00078109,0.0062235,0.0029732,0.0018645,5.0393000000000004e-05,0.0045354,0.004485,0.023534,3.1343,3.3848,3.065,3.3867,3.2256,3.1894
0.59111,0.1081,0.40856,0.00018176,5.3622e-07,2.9112e-06,-0.615,1.8524,0.43856000000000006,0.00030237,0.0049134999999999995,0.0018142,0.0015370999999999998,0.00037797,0.00446,0.002419,0.028625,3.1354,2.7887,2.8199,2.9931,2.5933,3.0661
0.13610999999999998,0.18792999999999999,0.5346,2.6299e-06,1.5163999999999998e-06,0.00049765,0.61875,0.70968,-1.2541,0.00052913,0.0086928,0.0040314,0.0015118,0.00040314,0.0085164,0.0036283,0.017134,2.6944,2.3034,2.1037,2.7131,2.5459,2.2292
0.58737,0.48663999999999996,0.16892000000000001,5.4303e-08,0.00036947,3.1102e-07,0.4836,0.91158,0.8015,0.00065511,0.0046865000000000006,0.0025951999999999998,0.0015118,0.00040314,0.0036787,0.0036787,0.027237,2.0731,3.5712,2.7431,1.7459,3.4438,2.872
0.0393,0.0005518,0.99369,0.0019330999999999999,1.2968e-10,1.2766e-10,-2.3639e-06,-0.015197,1.2198,0.00062991,0.0041322,0.0034015,0.0014362,0.00047873,0.004359,0.0029984,0.027011,0.6361399999999999,1.3381,0.55774,1.0928,1.9953,1.1834
0.29147,0.22960999999999998,0.53035,0.0095738,3.6238e-06,0.00015676,0.6208199999999999,-0.52569,-0.5423,0.00055438,0.0027719000000000003,0.0046114,0.0017135000000000002,0.00020159,0.0044098,0.005846100000000001,0.024342,2.5172,2.8202,3.0315,3.0658,2.7727,3.1313
0.60464,0.32111,0.7078300000000001,2.4166999999999997e-07,1.8241e-05,0.00019518,-0.7488,2.4638,-0.0062938000000000004,0.00045354,0.0037543,0.0016125999999999998,0.0015874,0.00032755,0.002948,0.0025196,0.031244,1.9418,1.2426,1.7841,1.9925,1.4861,1.854
0.16635999999999998,0.12169,0.5579,0.00025149,4.8686999999999997e-05,0.00014244,0.070155,0.15399000000000002,-0.10509,0.00078109,0.011011,0.0051653,0.0011338,0.00078109,0.0091715,0.007231399999999999,0.0091715,3.2547,3.0806,2.8054,3.3866,3.3257,3.2368
0.53396,0.18817,0.82505,0.00014677,4.6115e-06,4.0231e-06,2.9492,-1.1695,-1.2268,0.00035278,0.0038554,0.00095756,0.0018395,7.5597e-05,0.0027971,0.0017387000000000001,0.032833999999999995,1.6332,1.9842,1.4733,2.0909999999999997,1.7937,1.5998
0.71863,0.11913,0.32702,0.0010782,2.2794e-06,8.1194e-06,-0.48072,-0.87939,-0.3835,0.00050393,0.0036283,0.0020157,0.0013858,0.00052913,0.0028975999999999997,0.0029732,0.030513,3.2222,2.3965,3.0005,2.8111,2.6112,3.1824
