,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,class
0,0.61279,0.54619,0.72095,2.3526999999999996e-07,7.7964e-05,3.8071e-06,-0.25351999999999997,0.75621,0.18955999999999998,0.00042834,0.005644,0.0040566000000000005,0.0016378,0.00027716,0.0064251,0.0044598,0.021518000000000002,1.9833,1.7747,2.2854,2.5496,2.898,2.9505,4
1,0.6220399999999999,0.50977,0.75203,8.6511e-07,0.00014037,1.4670999999999999e-05,-1.9875,-1.7624,-1.298,0.00055432,0.007584100000000001,0.004409399999999999,0.0016882000000000002,0.00022677,0.006551100000000001,0.0052661,0.018167,1.6012,1.1723,0.9885200000000001,2.0473,2.2054,2.3159,4
2,0.6121800000000001,0.54801,0.7792899999999999,1.4930000000000002e-10,1.8619e-06,2.7227999999999997e-08,1.1798,-1.4218,-1.1459,0.00035275,0.010331,0.0063747,0.0011338,0.00078109,0.0097762,0.006248699999999999,0.0094487,1.8126,2.6209,2.0058,3.0958,3.4403,3.2831,4
3,0.6090800000000001,0.6012,0.79905,1.6258000000000002e-10,4.6541e-06,9.0283e-08,0.67569,-0.07082999999999999,-0.83075,0.00025196,0.007659699999999999,0.0050393,0.0015622,0.00035275,0.0073322000000000005,0.0051148999999999995,0.017134,1.6385,3.3106,3.2457,3.0347,3.4186,3.3510000000000004,4
4,0.49475,0.42832,0.71208,0.00056737,0.0002681,7.5764e-05,-1.3513,0.51945,-0.29636999999999997,0.00037795,0.0043841999999999996,0.0027716,0.0016125999999999998,0.00030236,0.0038803000000000006,0.0031244,0.027993,2.003,2.0648,1.9893,2.2772,2.1627,2.1643,4
5,0.42278999999999994,0.2875,0.61869,0.00055464,0.00033792,6.959e-05,-0.20619,-0.35854,0.24761999999999998,0.00030236,0.0067023,0.0036534999999999996,0.0017134000000000001,0.00020157,0.0054172,0.0042582,0.022198,2.0514,2.5519,2.316,2.3541,2.5357,2.1138,4
6,0.63281,0.54352,0.39191,9.1905e-09,4.4561e-05,4.6387e-06,0.5684,-0.31333,0.61439,0.00047873,0.0075084999999999995,0.0034266999999999995,0.001663,0.00025196,0.006248699999999999,0.0049637,0.019905000000000003,2.3567,3.0460000000000003,2.8637,2.7235,3.235,3.2149,4
7,0.63776,0.50305,0.35004,2.8624999999999997e-08,0.00012034,2.492e-06,0.57563,0.051583000000000004,-0.23973000000000003,0.00060472,0.0042078,0.0030992,0.001285,0.00062991,0.005140100000000001,0.0030488000000000004,0.026431,3.4416,2.2804,2.7555,3.6548,2.3902,2.4353,4
8,0.61369,0.59795,0.69596,2.4842e-08,8.0295e-05,4.7895e-06,0.71906,0.29788000000000003,1.0737,0.00032755,0.002948,0.0021165,0.0015118,0.00040314,0.0035779,0.0016125999999999998,0.031949,1.8602,1.6373,1.906,1.7145,2.0937,2.5643,4
9,0.60907,0.60524,0.8301799999999999,5.100100000000001e-09,6.375699999999999e-05,7.6728e-08,0.39479000000000003,0.014503,-0.20257,0.00037795,0.0037795000000000003,0.0019905,0.0015874,0.00032755,0.0038299,0.0021165,0.030437,3.4149,3.4216,2.8719,2.858,2.6048,3.4577,4
