,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,class
0,0.60344,0.42394,0.70452,1.5002e-09,3.9103e-05,3.3621e-07,0.77191,0.070409,1.6452,0.00022679,0.0095,0.0028726999999999997,0.0013859000000000002,0.00052918,0.0064509,0.0057201,0.017765,2.7683,1.8885,2.4124,3.7133,2.7681,3.1936,2
1,0.59711,0.40802,0.74422,7.295e-05,0.00021344,4.7723e-06,-0.36351999999999995,1.1298,0.18118,0.00032755,0.005392,0.0036534999999999996,0.001411,0.00050393,0.005568399999999999,0.0036030999999999997,0.023987,2.7841,2.0214,1.8839,3.1161,2.0915,2.1172,2
2,0.59934,0.44836000000000004,0.7421800000000001,3.7477e-10,7.1589e-06,3.1624000000000003e-07,0.58192,-0.41007,1.3226,0.00065511,0.007987300000000001,0.0042078,0.0012598,0.00065511,0.0077856999999999996,0.0047621,0.017134,2.4875,1.9591,1.9485,2.8027,2.2516,2.6854,2
3,0.60402,0.36691999999999997,0.76922,4.7903e-09,9.725e-06,4.6340000000000003e-07,0.28754,-1.0338,-0.26838,0.00080629,0.0075588999999999995,0.0045354,0.0013606,0.00055432,0.0067023,0.0060723,0.016856,2.5486,2.1994,2.4998,2.7721,2.4366,2.0361,2
4,0.5905199999999999,0.27571999999999997,0.80179,0.000449,3.9478000000000004e-05,2.3323e-06,-1.2049,0.28695,-0.52107,0.00055432,0.005820399999999999,0.0025196,0.001537,0.00037795,0.0047369,0.003981,0.024919,2.2422,1.4791,1.7166,2.4834,2.5421,1.9567,2
5,0.6049,0.29654,0.8015100000000001,0.00013789,2.7495e-05,2.3475e-06,-1.0965,1.5413,-0.58616,0.00030236,0.0056692,0.0027968000000000003,0.0015622,0.00035275,0.0056944,0.0028472,0.025222,1.8838,1.9433,2.148,2.5241,1.6279,1.87,2
6,0.61497,0.21186,0.71438,1.7202000000000003e-07,7.3433000000000005e-06,5.7848e-05,0.27541,-0.011446,1.1014,0.00065511,0.0084156,0.0043338000000000005,0.001537,0.00037795,0.0073322000000000005,0.005140100000000001,0.016655,2.3555,2.515,2.077,2.6852,2.6630000000000003,1.9476,2
7,0.61387,0.14499,0.72339,3.073e-05,2.3614e-05,9.740399999999999e-05,-1.2919,0.48425,0.4164,0.00037797,0.009524700000000002,0.0026458000000000002,0.0014111,0.00050395,0.0069294,0.0041576,0.018897999999999998,2.4615,2.2438,2.3398,3.0944,2.6423,1.8662,2
8,0.59878,0.15943,0.73693,0.00013452,4.2813000000000005e-05,0.00033552,-0.2249,1.1284,-0.23085999999999998,0.00060472,0.009247100000000001,0.0048125,0.0013354,0.00057952,0.007810899999999999,0.0059464,0.01411,2.7067,2.185,2.3063,3.0586,2.4425,2.5903,2
9,0.60978,0.28326,0.60606,5.264000000000001e-07,0.00015649999999999998,0.00010386,-0.9881200000000001,0.07180700000000001,-1.4789,0.00055435,0.011541,0.0035781,0.0014111,0.00050395,0.009046,0.006072600000000001,0.011742,2.5528,2.5580000000000003,2.5707,3.0841,2.7906,2.8058,2
10,0.60596,0.26092,0.67579,4.3798e-05,0.00012521,7.2674e-05,-1.5558,0.91404,-0.073514,0.00042834,0.010356,0.0054424,0.0013102,0.00060472,0.0097258,0.0061983,0.010381,2.9265,2.6809,2.6647,3.5141,2.7392,2.9,2
11,0.60417,0.27384000000000003,0.68582,2.6217000000000002e-08,0.00010333,9.735700000000001e-05,0.3231,1.0374,-0.29357,0.00045354,0.006399899999999999,0.005719600000000001,0.0013354,0.00057952,0.0051653,0.007004600000000001,0.017789,2.3889,2.3345,2.2031,2.9578,3.0723,2.7064,2
12,0.52891,0.27016,0.33878,3.0284e-05,0.00019666,5.7827e-05,-0.31606,0.49995,0.8537,0.00065511,0.009070700000000001,0.0053417000000000004,0.001285,0.00062991,0.0080125,0.0066771,0.012775,3.1472,2.6471,2.5608,2.8793,3.0027,3.1528,2
13,0.5684,0.2554,0.3661,5.5311000000000006e-05,6.3353e-05,0.00015101,-1.2472,-0.073267,-0.12525,0.00090707,0.01149,0.0048629,0.0012094,0.0007055,0.011036,0.006324300000000001,0.0079117,2.6756,2.6256,2.3316,2.5592,3.1927,2.4611,2
14,0.61442,0.29962,0.27558,1.257e-06,4.6506000000000005e-05,0.00023169999999999997,-0.9152,-0.26850999999999997,0.48233000000000004,0.00037795,0.0089951,0.0031496,0.0014614,0.00045354,0.0084156,0.0029984,0.018595,1.7599,1.9234,2.0645,1.7334,2.2367,1.9313,2
15,0.60654,0.41153,0.25585,1.2485e-06,0.0001284,4.3584e-06,-0.50152,0.16702,0.28405,0.0007055,0.010709,0.0040314,0.0014362,0.00047873,0.0087936,0.0049637,0.013328999999999999,2.7124,2.6698,2.6542,2.4404,2.8035,3.0988,2
16,0.61517,0.44367,0.25775,3.8708e-07,0.00016197,2.2358000000000003e-06,-0.45803999999999995,0.21234,0.96055,0.00065511,0.009196700000000002,0.0060472,0.0013102,0.00060472,0.0085416,0.006299100000000001,0.011792,2.7815,2.6996,2.7281,3.0343,3.1749,3.0925,2
17,0.6132,0.50126,0.28444,2.6537e-08,9.9878e-05,1.7027e-05,-0.90605,0.39634,0.13247,0.00050393,0.006500700000000001,0.006727500000000001,0.0012094,0.0007055,0.0054676,0.0067527,0.016579,2.048,1.9225,1.9071,2.8930000000000002,2.2028,2.6877,2
18,0.1542,0.2227,0.30906,2.2345e-05,0.00058002,1.218e-05,0.61006,-0.17601,0.25066,0.00052913,0.011011,0.0060472,0.001159,0.00075589,0.009473899999999999,0.0071306,0.00834,3.0446,3.0873,3.5009,3.3551,3.137,3.3892,2
19,0.27331,0.10918,0.29272,9.6534e-05,7.2844e-05,9.9348e-06,0.8358700000000001,0.8790399999999999,-0.19696,0.00075589,0.010506999999999999,0.007231399999999999,0.001159,0.00075589,0.010104,0.0080125,0.0059212,3.3762,3.1181,3.3245,3.6679,3.0526,3.5428,2
20,0.3454,0.11978,0.28975,9.0529e-06,1.6927000000000001e-06,2.0425e-06,0.064109,0.9170299999999999,-0.57472,0.00050393,0.0085668,0.0068786,0.0012598,0.00065511,0.0071306,0.0087432,0.010709,3.283,2.6547,2.8364,3.0917,2.7928,3.22,2
21,0.37785,0.17525,0.23636999999999997,1.1099000000000002e-05,3.63e-06,7.516900000000001e-06,-0.97982,0.27712,0.32081,0.00060472,0.0089951,0.0045354,0.001285,0.00062991,0.0080881,0.0053417000000000004,0.014967,2.6778,2.3245,2.8429,3.0577,2.589,2.8172,2
22,0.47406000000000004,0.12185,0.23774,2.3468000000000003e-05,4.7106e-06,2.0624e-06,-0.81619,-1.0628,-0.023717,0.00062991,0.011868,0.0047369,0.0014362,0.00047873,0.009977799999999998,0.0063495,0.0089699,2.9004,3.1769,2.9892,3.1188,3.2322,3.1216,2
23,0.49237,0.16535,0.26777,7.1984e-05,0.00021339999999999998,7.504e-06,-0.93545,-0.046603,-0.55674,0.00035275,0.0082644,0.0056692,0.001411,0.00050393,0.0071306,0.0056944,0.01542,2.7999,2.5668,2.1645,2.415,2.8799,2.8033,2
24,0.25693,0.25089,0.23976,0.0022268,0.00082822,7.7337e-05,-0.17920999999999998,1.4732,0.54885,0.00057955,0.011389,0.0030237,0.0014867,0.00042836,0.009172,0.0062994,0.01207,3.0315,3.2317,3.0393,2.8453,3.4153,3.2598,2
25,0.2105,0.24018,0.256,0.0022198,0.00067607,3.2994e-05,0.22002,1.0258,0.6239600000000001,0.00085668,0.011439,0.005896,0.001411,0.00050393,0.010381,0.007584100000000001,0.0063747,3.2915,3.0732,3.292,3.1673,3.5368,3.2922,2
26,0.19395,0.11610999999999999,0.33109,0.00077525,0.00048574,2.2256e-05,0.5090899999999999,0.69366,0.66332,0.00047873,0.010003,0.006248699999999999,0.0013354,0.00057952,0.009020299999999998,0.0075084999999999995,0.0092723,3.2229,3.1656,2.7273,3.2986,3.2407,3.0108,2
